publicationMonth,publicationDay,text,publicationYear,sentiment,publicationDate
1,19,hikmahanto freeport fair indonesia jakarta professor international law,2018,-0.2411,19/01/2018
1,19,hikmahanto freeport fair indonesia jakarta professor hu,2018,-0.2411,19/01/2018
1,19,governor chaotic freeport disturb papuas economy jakarta papua governor lukas e,2018,-0.2363,19/01/2018
1,19,eye west papua anti freeport demonstration march th freewestpapua letwestpapuavote decolonisewestpapua westpapua,2018,-0.2263,19/01/2018
1,19,riot east java west papuan activists freeport mine self determination freewestpapua,2018,-0.2263,19/01/2018
1,18,cigarette tax indonesia much rp trillion year freeport pay rp trillion fussy,2018,-0.1027,18/01/2018
1,18,kom adian jabar never question composition freeport share explain threaten indonesia,2018,-0.1027,18/01/2018
1,18,freeport sdh long exploit indonesia sdh show power mrk nationalizationfreeport,2018,-0.1027,18/01/2018
1,18,freeport sdh long exploit indonesia sdh show power mrk nationalizationfreeport,2018,-0.1027,18/01/2018
1,18,freeport sdh long exploit indonesia sdh show power mrk nationalizationfreeport,2018,-0.1027,18/01/2018
1,18,jakarta government claim confident face threat pt freeport indonesia ptfi,2018,-0.0516,18/01/2018
1,18,freeport cerro verde copper mine peru hit strike another turn screw copper supply,2018,-0.2263,18/01/2018
1,18,freeport warn indonesia coppermine workers grasberg strike via reuters,2018,-0.2263,18/01/2018
1,18,freeport indonesia mine operations stop completely union chief yeninesilmadenciler,2018,-0.2263,18/01/2018
1,18,freeport warn possible strike pt fi indonesia may,2018,-0.2263,18/01/2018
1,18,eye west papua anti freeport demonstration march th freewestpapua letwestpapuavote decolonisewestpapua westpapua,2018,-0.2263,18/01/2018
1,18,freeport remain confuse new mine rule jakarta post mine,2018,-0.2263,18/01/2018
1,18,jakarta globe warn scale back activities mine amid worker strike issue,2018,-0.2263,18/01/2018
1,18,freeport worker deny demonstration jakarta finance company,2018,-0.25,18/01/2018
1,18,dah gw suspect klo sm r sm dreeport must hub riot walk ahok ditumbalin top interest freeport jg,2018,-0.25,18/01/2018
1,18,freeport sdh dredge kekayàan indonesia let try manage alone let foreign invasion,2018,-0.25,18/01/2018
1,18,peaceful action freeport seem ahok impossible able comprehend chaos strike ri freeport,2018,-0.25,18/01/2018
1,18,government afraid freeport threaten expose drive jakarta dozens mass join central movement,2018,-0.25,18/01/2018
1,18,one report ahok trial case whereas jakarta pilgub important freeport,2018,-0.1511,18/01/2018
1,18,days ago discuss clearly conspiracy freeport indonesia,2018,-0.1779,18/01/2018
1,17,freeports chaos muhammadiyah support governments step,2018,-0.25,17/01/2018
1,17,freeports chaos muhammadiyah support governments step,2018,-0.25,17/01/2018
1,17,freeports chaos muhammadiyah support governments step,2018,-0.25,17/01/2018
1,17,ptfi cancel giring indonesia international arbitration jakarta pt freeport indonesia,2018,-0.25,17/01/2018
1,17,aksi reject change contract work muhammadiyah youth value pt freeport arogan reviceulamawe,2018,-0.0772,17/01/2018
1,17,beritaislam reject change contract work muhammadiyah youth value pt freeport arogan,2018,-0.0772,17/01/2018
1,17,aksi reject change contract work muhammadiyah youth value pt freeport arogan respectualyours,2018,-0.0772,17/01/2018
1,17,jokowi warn freeport jakarta post jakarta,2018,-0.1027,17/01/2018
1,17,greedy government freeport return allow export consentrate sketch news com jakarta government return,2018,-0.1027,17/01/2018
1,17,blunt legal perceptions sharp freeport people,2018,-0.0951,17/01/2018
1,17,today people care freeport want close urgent demand environment restore jakarta minister,2018,-0.09,17/01/2018
1,17,boper extreme field need toughness operator dg drastic climate fatigue issue natural condition change papuabicara,2018,0.0772,17/01/2018
1,17,riot action support government freeport get sympathy community goal pecat ahok uda order,2018,0.0772,17/01/2018
1,17,riot action support government freeport get sympathy community goal pecat ahok uda order,2018,0.0772,17/01/2018
1,17,freeport parent say school district take away right opt commoncore test,2018,0,17/01/2018
1,17,asia time regulatory standoff could close indonesia freeport golden mine,2018,0,17/01/2018
1,17,freeport jakarta compromise papua mine radio new zealand,2018,0,17/01/2018
1,17,need finish efficiently uncs bigs close definitely credible level threat,2018,-0.0138,17/01/2018
1,17,fit relate legal sma development jdi brave kind like case freeport eg,2018,-0.0134,17/01/2018
1,17,wacky era thief scream thieve people confuse klo im confident freeport reply ahok,2018,-0.0018,17/01/2018
1,17,indonesia approve freeport amman contract conversion mine copper,2018,0,17/01/2018
1,17,worlds second largest copper mine grasberg freeport mcmoran indonesia may halt production week underpin shfe cu,2018,0,17/01/2018
1,16,muhammadiyah youth ask government lose freeport,2018,0.3089,16/01/2018
1,16,breakingnews muhammadiyah youth ask government lose freeport,2018,0.3089,16/01/2018
1,16,action muhammadiyah youth ask government lose freeport relegesulamawe,2018,0.3089,16/01/2018
1,16,muhammadiyah youth ask government lose freeport,2018,0.3089,16/01/2018
1,16,indonesia prepare company manage freeport jakarta post,2018,0,16/01/2018
1,16,freeport status discuss finance minister jakarta ener,2018,0,16/01/2018
1,16,ramp offer local businesses visitability assessments news journal standard freeport il rewteet,2018,0,16/01/2018
1,16,freeport put billion giant mine indonesia squeeze,2018,0,16/01/2018
1,16,minister ask freeport dialogue workers union jakarta manpower minister h,2018,0,16/01/2018
1,16,freeport indonesia mine grind complete halt union,2018,0,16/01/2018
1,16,papua allow speak use indonesian gov bargain chip dispute freeport westpapua,2018,0,16/01/2018
1,16,freeport parent say school district take away right opt commoncore test,2018,0,16/01/2018
1,16,asia time regulatory standoff could close indonesia freeport golden mine,2018,0,16/01/2018
1,16,freeport jakarta compromise papua mine radio new zealand,2018,0,16/01/2018
1,16,one report ahok trial case whereas jakarta pilgub important freeport,2018,-0.1511,16/01/2018
1,16,days ago discuss clearly conspiracy freeport indonesia,2018,-0.1779,16/01/2018
1,16,apparently ahok fear freeport yes,2018,-0.197,16/01/2018
1,16,salute pak yonan minister pak jokowi reclaim freeport share indonesia since sdh new order always defeat,2018,-0.2023,16/01/2018
1,16,ahok blm dizzy deh unleash ahok pak presiden able focus freeport stopfreeport,2018,-0.2263,16/01/2018
1,16,need astute judge solve problem freeport indonesia,2018,-0.2263,16/01/2018
1,15,tni alert one raise personnel secure freeport,2018,0.5574,15/01/2018
1,15,song rich infectious disease write nationalizationfreeport,2018,0.5574,15/01/2018
1,15,coordinate minister political security affairs yet talk freeport share jakarta coordinate minister home affairs luhut bin,2018,0.5574,15/01/2018
1,15,wo wo say rich curi youre freeport years fee part indonesia many,2018,0.5574,15/01/2018
1,15,krn right inquiry ahok freeport aja allow suka yg sdg imagination origin jgn blg diboongi police yes ntar take,2018,0.5574,15/01/2018
1,15,kesdm freeport change kk iupk jakarta ministry energy mineral resources es,2018,0.5574,15/01/2018
1,15,nationalism regime remarkable ahok citizen nkri uu diplintir necessary revision foreign freeport law shall obey,2018,0.5574,15/01/2018
1,15,support government take freeport manage indonesia jng away even fall hand china hunch,2018,0.7096,15/01/2018
1,15,ngomongin freeport ah brave anyway last policy jokowi side people bca udh ready tuh wait aja endingnya,2018,0.7096,15/01/2018
1,15,ngomongin freeport ah brave anyway last policy jokowi side people bca udh ready tuh wait aja endingnya,2018,0.7096,15/01/2018
1,15,ngomongin freeport ah brave anyway last policy jokowi side people bca udh ready tuh wait aja endingnya,2018,0.7096,15/01/2018
1,15,ngomongin freeport ah brave anyway last policy jokowi side people bca udh ready tuh wait aja endingnya,2018,0.7096,15/01/2018
1,15,luhut president option resolve chaotic freeport ekonomi freeport jakarta,2018,-0.1531,15/01/2018
1,15,hanura chase freeport chappy judge angry sketch news com jakarta party faction secretary,2018,-0.1531,15/01/2018
1,15,dare ahok ahok tuh work beresin jakarta noh papua freeportnya want take riot mc moran donk help government,2018,-0.1531,15/01/2018
1,15,gini mend unite freeport go crush abrik indonesia opponent freeport,2018,-0.1531,15/01/2018
