publicationMonth,publicationDay,text,publicationYear,sentiment,publicationDate
3,21,papuan students call closure freeport jakarta post,2017,0,21/03/2017
3,21,indefinite strike freeport cerroverde copper mine gt kingsbayresources kbg cu gt read mine com,2017,0.4019,21/03/2017
3,21,freeport indonesia resume copper concentrate production metl,2017,0,21/03/2017
3,21,top us politicians take special interest freeport dispute westpapua struggle potential international hotspot,2017,0.3612,21/03/2017
3,21,freeport threaten mine action,2017,-0.3818,21/03/2017
3,21,freewestpapua riot underway freeport indonesia illegal westpapua freeport operate worlds largest goldmine wp,2017,-0.7351,21/03/2017
3,21,freeport indonesia resume copper concentrate production jakarta march reuters freeport mcmoran incs indo,2017,0,21/03/2017
3,21,freeport indonesia resume copper concentrate production jakarta march reuters freeport mcmoran incs,2017,0,21/03/2017
3,21,freeport indonesia resume copper concentrate production,2017,0,21/03/2017
3,21,freeport indonesia resume copper concentrate production metl,2017,0,21/03/2017
3,21,papuan students call closure freeport jakarta post,2017,0,21/03/2017
4,18,say eaf export still despite deal agreement framework exist goi freeport haggle export tariff,2017,-0.2057,18/04/2017
4,18,eye west papua anti freeport demonstration march th freewestpapua letwestpapuavote decolonisewestpapua westpapua,2017,-0.2263,18/04/2017
4,18,pic speak word indonesianmilitary mercenary guard freeports grasbergmine westpapua worlds biggest goldmine,2017,0,18/04/2017
4,18,help nearby drivers report road hazard tol surabaya gresik drive social,2017,0.4019,18/04/2017
4,18,repost one content creators thlifted desert vibes blaze swan kulin,2017,0,18/04/2017
4,18,say eaf export still despite deal agreement framework exist goi freeport haggle export tariff,2017,-0.2057,18/04/2017
4,18,freeport bring benefit papuan people say jakarta protesters lewat pacific report,2017,-0.0258,18/04/2017
1,12,freeport mcmoran destroy mountain westpapua spirit violence landscape space grind evidence cosmological crimes,2017,-0.7845,12/01/2017
1,12,reuters update indonesia say freeport copper miners halt export jakarta seek ease ban,2017,-0.2732,12/01/2017
1,12,indonesia say freeport miners halt export yahoo finance jakarta jan reuters,2017,0,12/01/2017
1,12,indonesia say freeport copper miners halt export jakarta jan freeport mcmoran copper,2017,0,12/01/2017
1,12,update indonesia say freeport miners halt export jakarta seek ease ban still finalise,2017,-0.1406,12/01/2017
1,12,update indonesia say freeport copper miners halt export jakarta seek ease,2017,0.3612,12/01/2017
1,12,update indonesia say freeport copper miners halt export jakarta seek ease ban still finalisi,2017,-0.1406,12/01/2017
1,12,update indonesia say freeport copper miners halt export jakarta seek ease usa market news,2017,0.3612,12/01/2017
1,12,without freeport gold mine worlds largest indonesians would probably walk away papua kill maintain revenue flow,2017,-0.8201,12/01/2017
2,20,freeport indonesia head quit grasberg export right dispute escalate via mine westpapua,2017,-0.4019,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport indonesia ceo resign force majeure copper export,2017,-0.34,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport indonesia mine grind complete halt union lewat reuters,2017,0,20/02/2017
2,20,freeport indonesia say could seek arbitration mine contract violations,2017,-0.5267,20/02/2017
2,20,sack freeport rap pillage west papuan resources,2017,0,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,jakarta post update freeport indonesia say could seek arbitration mine contract,2017,0,20/02/2017
2,20,jakarta feb reuters freeport mcmoran incs chief executive say monday company indonesian unit,2017,0,20/02/2017
2,20,jakarta chief executive officer ceo freeport mcmoran inc richard c adkerson menera,2017,0,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate jakarta reuters u mine businessnews,2017,-0.4767,20/02/2017
2,20,jakarta chief executive officer ceo freeport mcmoran inc richard c korporasi,2017,0,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate jakarta,2017,-0.4767,20/02/2017
2,20,house support government dispute freeport legislator jakarta post,2017,0,20/02/2017
2,20,indonesia mine minister say government also right bring freeport arbitration jakarta indonesias,2017,0,20/02/2017
2,20,pic speak word indonesianmilitary mercenary guard freeports grasbergmine westpapua worlds biggest goldmine,2017,0,20/02/2017
2,20,freeport give government four months negotiate new settlement jakarta post,2017,0,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport threaten legal action indonesia mine jakarta u miner freeport mcmoran monday say may,2017,-0.2732,20/02/2017
2,20,house support government dispute freeport legislator jakarta post jakarta,2017,0,20/02/2017
2,20,indonesia ready freeport tribunal jakpost,2017,0.3612,20/02/2017
2,20,freeport give government four months negotiate new settlement jakarta post jakarta,2017,0,20/02/2017
2,20,issue layoffs non tax revenues threat government indonesia savefreeport indonesia,2017,-0.5267,20/02/2017
2,20,jakarta theinsiderstories pt freeport indonesia subsidiary us giant copper gold producer freeport,2017,0,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport ceo say indonesian unit begin lay workers jakarta feb,2017,0,20/02/2017
2,20,freeport indonesia seek arbitration dispute unresolved next four months jakarta freeport indonesia,2017,-0.4019,20/02/2017
2,20,freeport indonesia mine grind complete halt union,2017,0,20/02/2017
2,20,jakarta chief executive officer ceo freeport mcmoran inc richard c adkerson menera,2017,0,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate jakarta reuters u saudi business,2017,-0.4767,20/02/2017
2,20,jakarta post house support government dispute freeport legislator jakarta post,2017,0,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate jakarta reuters u mine giant freeport,2017,-0.4767,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate,2017,-0.4767,20/02/2017
2,20,jakarta chief executive officer ceo freeport mcmoran inc richard c adkerson menera,2017,0,20/02/2017
2,20,freeport hop compromise amid potential massive layoffs jakarta globe,2017,0,20/02/2017
2,20,freeport indonesia mine grind complete halt union lewat reuters,2017,0,20/02/2017
2,20,pic speak word indonesianmilitary mercenary guard freeports grasbergmine westpapua worlds biggest goldmine,2017,0,20/02/2017
2,20,freeport hop compromise amid potential massive layoffs jakarta globe,2017,0,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport mcmoran rio tinto pay indon military around million every yr protection money auspol train indon military westpapua,2017,-0.1027,20/02/2017
2,20,freeport indonesia notify mine ministry govt violations contract statement jakarta feb,2017,-0.5267,20/02/2017
2,20,house support government dispute freeport legislator jakarta post,2017,0,20/02/2017
2,20,jakarta chief executive officer ceo freeport mcmoran inc richard c adkerson menera,2017,0,20/02/2017
2,20,indonesia ready freeport tribunal jakpost,2017,0.3612,20/02/2017
2,20,reuters freeport warn arbitration indonesia mine dispute escalate reuters jakarta u,2017,-0.4767,20/02/2017
2,20,house support government dispute freeport legislator jakarta post jakarta,2017,0,20/02/2017
2,20,freeport ceo say indonesian unit begin lay workers jakarta feb reuters,2017,0,20/02/2017
2,20,freeport warn arbitration indonesia mine dispute escalate jakarta reuters u mine giant,2017,-0.4767,20/02/2017
1,13,customer service specialist union save bank freeport il,2017,0.4939,13/01/2017
1,13,love awesome store freeport fantabulous customer service reps,2017,0.8519,13/01/2017
1,13,look developments freeport elearning leadership commcollege onlinelearning,2017,0,13/01/2017
1,13,indonesia say freeport miners halt export,2017,0,13/01/2017
1,13,snowshoe demonstration hedgehog mountain trail freeport,2017,0.1027,13/01/2017
1,13,argument lad work say freeport say junction ones right,2017,-0.3612,13/01/2017
1,13,snowshoe demonstration hedgehog mountain trail freeport,2017,0.1027,13/01/2017
1,13,news snowshoe demonstration hedgehog mountain trail freeport,2017,0.1027,13/01/2017
1,13,wonder giant gumshoe sit freeport find sit way whitehouse southlawn trump llbean,2017,0,13/01/2017
1,13,snowshoe demonstration hedgehog mountain trail freeport,2017,0.1027,13/01/2017
1,13,friend shelby miss days last see freeport il could rockford rock island peoria il please share,2017,0.7269,13/01/2017
1,13,freeport say new indonesia mine rule many impact reuters jakarta jan broad,2017,0,13/01/2017
1,13,dont forget freeport visit santa stop linda bean maine kitchen topside tavern free coffee dessert yum,2017,0.4149,13/01/2017
1,13,freeport say new indonesia mine rule many impact jakarta jan reuters,2017,0,13/01/2017
1,13,freeport say new indonesia mine rule many impact jakarta jan reuters broad change mine r,2017,0,13/01/2017
1,13,freeport say new indonesia mine rule many impact jakarta jan,2017,0,13/01/2017
1,13,viva wyndham resort announce today inclusive fortuna beach locate freeport grand bahama,2017,0.4588,13/01/2017
1,13,freeport say new indonesia mine rule many impact jakarta jan reuters broad change mine,2017,0,13/01/2017
1,13,freeport say new indonesia mine rule many impact jakarta jan reuters b usa market news,2017,0,13/01/2017
4,28,freeport ready first grasberg copper export week halt metl via reuters,2017,0.3612,28/04/2017
4,28,swordpeddler dungeon map upcoming rap battle freeport book something death,2017,-0.7579,28/04/2017
4,28,darwin ranch teton co wy co op observer report snow inch riw,2017,0,28/04/2017
3,6,shareholders back freeport mine row indonesia co jakarta u base mine giant,2017,0,6/03/2017
3,6,break copper unions freeports cerro verde mine peru file notice intent strike march,2017,-0.128,6/03/2017
3,6,top place melaka afamosa freeport outlet resort jonker walk pantai klebang skypark shore menara tame sari kg morten,2017,0.2023,6/03/2017
3,6,riot east java west papuan activists freeport mine self determination freewestpapua,2017,-0.2263,6/03/2017
3,6,congo state miner gecamines submit rival offer cmoc freeports tenke copper cobalt mine via reuters,2017,0,6/03/2017
3,6,loan officer indirect lend cornerstone credit union freeport il,2017,0.3818,6/03/2017
3,6,papuan student riot call indonesia close freeport asia pacific report,2017,-0.5574,6/03/2017
3,6,papuan student riot call indonesia close freeport asia pacific report,2017,-0.5574,6/03/2017
3,6,turncoat arrive saudi style bring boeings full sycophants grasberg shut freewestpapua gold usd bitcoin,2017,0,6/03/2017
3,6,papuan student riot call indonesia close freeport asia pacific report,2017,-0.5574,6/03/2017
1,3,trump adviser regulatory issue carl c icahn top shareholder freeport mine,2017,0.2023,3/01/2017
1,3,freeport mine,2017,0,3/01/2017
4,13,papuas economy take hit freeports row jakarta continue,2017,0,13/04/2017
4,13,papuas economy take hit freeports row jakarta continue,2017,0,13/04/2017
4,13,indonesia eye truce freeport losses mount side via reuters,2017,-0.4019,13/04/2017
4,13,refile indonesia eye truce freeport losses mount side jakarta april,2017,-0.4019,13/04/2017
4,13,profit take jakarta west papua poor instead become poorer mine freeport,2017,-0.4019,13/04/2017
4,13,papuas economy take hit freeports row jakarta continue,2017,0,13/04/2017
4,13,port union miltank f iv pm freeport dr,2017,0,13/04/2017
1,8,testco freeported soviet union outpost fr q tweetfleet,2017,0,8/01/2017
1,8,indonesias poison aikwariver occupy westpapua freeport mine pump tonnes toxic waste every day,2017,-0.743,8/01/2017
1,8,testco freeported soviet union outpost fr q tweetfleet,2017,0,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,8,freewestpapua grasberg mine pay indonesia thugs auspol,2017,-0.1027,8/01/2017
1,18,freeport give current contract extend indonesian operations beyond jakarta globe,2017,0.1779,18/01/2017
1,18,drc drop objection bn freeport lundin sales,2017,-0.2732,18/01/2017
1,18,indonesia expect freeport pay higher tax finance ministry official reuters jakarta jan,2017,-0.1027,18/01/2017
1,18,indonesia expect freeport pay higher tax finance ministry official jakarta jan,2017,-0.1027,18/01/2017
1,18,indonesia expect freeport pay higher tax finance ministry official jakarta jan reuters indonesi,2017,-0.1027,18/01/2017
1,18,indonesia expect freeport pay higher tax finance ministry official jakarta jan reuters indonesi,2017,-0.1027,18/01/2017
1,18,indonesia expect freeport pay higher tax finance ministry official jakarta jan usa market news,2017,-0.1027,18/01/2017
1,18,congo drop objection billion freeport lundin sales via market,2017,-0.2732,18/01/2017
1,18,jakarta jan reuters indonesian unit u copper miner freeport mcmoran inc expect pay,2017,-0.1027,18/01/2017
1,18,health laws repeal could raise cost number uninsured new report say new york time new york time,2017,0.0772,18/01/2017
4,5,jakarta give freeport mcmoran permit export,2017,0,5/04/2017
4,5,freeport complicit rape pillage west papuan resources,2017,-0.6908,5/04/2017
4,5,attention bcounty folk im bbq plate sale friday freeport union hall dollars go buy plat,2017,0,5/04/2017
4,5,freeport smelter build hectares land gresik jakarta post,2017,0,5/04/2017
4,5,radio new zealand way forward find freeport dispute jakarta radio new zealand,2017,-0.4019,5/04/2017
4,5,westpapua way forward find freeport mcmoran mine dispute jakarta,2017,-0.4019,5/04/2017
4,5,way forward find freeport dispute jakarta radio new zealand,2017,-0.4019,5/04/2017
4,5,westpapua way forward find freeport mcmoran mine dispute jakarta,2017,-0.4019,5/04/2017
4,5,attention bcounty folk im bbq plate sale friday freeport union hall dollars go buy plat,2017,0,5/04/2017
4,5,westpapua way forward find freeport mcmoran mine dispute jakarta,2017,-0.4019,5/04/2017
4,5,copper us us lb indonesia grant licence permit freeports ktpa grasberg resume concentrate export,2017,0.3612,5/04/2017
4,5,way forward find freeport dispute jakarta,2017,-0.4019,5/04/2017
4,5,freeport smelter build hectares land gresik jakarta post,2017,0,5/04/2017
4,5,jakarta give freeport mcmoran permit export,2017,0,5/04/2017
4,5,jakarta indonesian government allow copper gold mine firm pt freeport,2017,0.2263,5/04/2017
4,5,way forward find freeport dispute jakarta,2017,-0.4019,5/04/2017
4,5,govt allow freeport export concentrate oct jakarta indonesian gover,2017,0.2263,5/04/2017
4,5,jakarta indonesian government allow copper gold mine firm pt freeport,2017,0.2263,5/04/2017
4,5,way forward find freeport dispute jakarta radio new zealand jakarta,2017,-0.4019,5/04/2017
4,5,westpapua way forward find freeport mcmoran mine dispute jakarta,2017,-0.4019,5/04/2017
4,5,way forward find freeport dispute jakarta radio new zealand,2017,-0.4019,5/04/2017
4,5,freeport get special month mine licence indonesia copper export dispute continue via westpapua,2017,0,5/04/2017
4,5,govt allow freeport export concentrate oct jakarta indonesian gover,2017,0.2263,5/04/2017
4,5,government agree give freeport provisional iupk jakarta,2017,0.3612,5/04/2017
4,5,freeport get special month mine licence indonesia copper export dispute continue via westpapua,2017,0,5/04/2017
4,5,freeport get special month mine licence indonesia copper export dispute continue via westpapua,2017,0,5/04/2017
3,27,benefitbrawl freeport pa remix riot champion andstill vs prowrestling,2017,0.0772,27/03/2017
3,27,benefitbrawl freeport pa remix riot champion andstill vs prowrestling,2017,0.0772,27/03/2017
3,27,jakarta freeport could lose grasberg control within years mine,2017,-0.4019,27/03/2017
3,27,union dairy make ice cream love things freeport happy,2017,0.836,27/03/2017
3,27,need finish efficiently uncs bigs close definitely credible level threat,2017,-0.0138,27/03/2017
3,27,jakarta freeport could lose grasberg control within years via frikels,2017,-0.4019,27/03/2017
3,27,jakarta freeport could lose grasberg control within years via frikels,2017,-0.4019,27/03/2017
3,11,recent mine news freeport cerro verde copper mine peru hit strike,2017,-0.128,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike via ceciliajamasmie,2017,-0.128,11/03/2017
3,11,freeports cerro verde copper mine peru hit strike,2017,-0.128,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike workers freeport mcmorans nyse fcx cerro verde,2017,-0.128,11/03/2017
3,11,freeport base load out northview bailey wilson strike good job bailey northview lead freeport pnjpreps,2017,0.34,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike,2017,-0.128,11/03/2017
3,11,freeports cerro verde copper mine peru hit strike,2017,-0.128,11/03/2017
3,11,union,2017,0,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike workers freeport mcmorans nyse fcx cerro verde,2017,-0.128,11/03/2017
3,11,freeports cerro verde copper mine peru hit strike,2017,-0.128,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike mine,2017,-0.128,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike via ceciliajamasmie,2017,-0.128,11/03/2017
3,11,strike halt output freeports cerro verde copper mine peru could reason copper rebound slightly today,2017,-0.128,11/03/2017
3,11,freeport cerro verde copper mine peru hit strike via ceciliajamasmie,2017,-0.128,11/03/2017
